V1: index,V9: Life Satisfaction,V10: How Feels abt Neighborhood,V12: Descript of Neighbhood,V15: Satisfaction w Police,V17: Satisfaction w Schools,V20: Probs w Drugs,V21: Get along w Police,V29: Current Religion,V31: Attend Church Frequency,V33: Importance of Church,V38: How Church most Helpful,V61: R U useful person,V62: R U person of worth,V67: Freq U feel bad abt self,V68: What Makes U Feel Bad,V71: Freq feel good abt U,V72: What makes U feel good,V75: U get what you hoped for?,V76: What hoped for in Life,V78: Better to Plan or Luck,V79: Do Plans Work or Change,V99: Do U have nervous condition,V100: Do nerves keep U from work?,V110: Who helps if U sick,V125: Ever gone to Pub Health Clinic,V126: Health Clinic helpful,V140: Covered by Insurance,V142: How hard to get health care,V146: Past month had $ probs,V148: Past month had job probs,V150: Past month had Family probs,V156: Past month was crime victim,V158: Past month had police prob,V162: Past month had racial probs,V163: Racial probs upsetting?,V301: Employment Status,V314: Pay scale,V315: Pay freq,V344: Job Satisfaction,V368: Poor treatment of Blacks at work,V860: Times Moved,V884: Is Family Close,V908: Marital Status,V947: Do U have a best friend,V962: U have children,V985: How well Done w Jobs,V987: How well Done as Spouse,V988: How well done as Parent,V994: How happy R U,V1011: Freq drink or get high,V1228: Have good friend who is white,V1243: Told child about white people,V1259: Did parents teach U about whites?,V1269: Sex discrim in US real?,V1403: Birth Year,V1411: Voted in last Pres Election,V1416: Closer to Rep or Dem?,V1429: U own your home?,V1434: School Grades Finished,V1444: Edu Summary,V1451: School Grades Finished Spouse,V1470: School Grades Finished Dad,V1475: School Grades Finished Mom,V1491: Racial comp of Neighborhood,V1494: Better or worse $$,V1499: Total Family Income,V1571: Your Birth Order,V1586: Your Sex M-F
1680,4: Very Dissat,2: Fairly Good,1: Most People Keep to Themselves and Dont..,3: Somewhat Dissatisfied,3: Somewhat Dissatisfied,3: Not Too Serious,3: Not So Well,80: None; No Preference,5: Less than Once a Year,"0: Inap,..","00: Inap,..",2: Often True,1: Almost Always True,2: Fairly Often,23: Lack of Personal Control/Procrastination;..,2: Fairly Often,23: Personal Competence: Control/Motivation;..,2: Gotten less than R Hoped for,11: Home Ownership; Buy a House; My Own Home;..,1: Plan Ahead,1: Carry out Way Expected,5: No,"0: Inap,..",01: (A) Husband/Wife/Partner,5: No,"0: Inap,..",1: Yes,4: Not Hard at All,5: No,5: No,5: No,5: No,1: Yes,5: No,"0: Inap,..",1: Working Now,"0000000: Inap,..","0: Inap,..",2: Somewhat Satisfied,5: No,"0: Inap,..",2: Fairly Close,1: Married,5: No,4,1: Very Well,1: Very Well,1: Very Well,2: Pretty Happy,5: Never,5: No,1: Yes,"0: Inap,..",1: Yes,1939,1: Yes,"0: Inap,..",2: Paying Rent,10,"61: 11 Grades or Less, but High School ..",12: Grade 12,12: 12 Years,12: 12 Years,1: All Blacks,1: Better,"14: $15,000-19,999",01: First Born,1: Male
1681,2: Some Satisf,3: Fairly Bad,3: Most People Talk or Visit a Lot with the..,3: Somewhat Dissatisfied,2: Somewhat Satisfied,8: DK,2: Fairly Well,"12: Baptist, NA Type",3: A Few Times a Month - 1 to 3 Times,1: Very Important,02: Companionship; Someone to Do Things With;..,2: Often True,1: Almost Always True,2: Fairly Often,23: Lack of Personal Control/Procrastination;..,2: Fairly Often,"62: Being a (Good) Parent, Providing for..",2: Gotten less than R Hoped for,12: Have a Nice/Better/Big House (Ownership..,2: Too Much Luck to Plan,2: Have to Change Plans,5: No,"0: Inap,..",03: (C) Daughter/Stepdaughter,1: Yes,1: A Great Deal,1: Yes,4: Not Hard at All,1: Yes,5: No,5: No,1: Yes,5: No,5: No,"0: Inap,..",1: Working Now,"0000000: Inap,..","0: Inap,..",2: Somewhat Satisfied,1: Yes,3,1: Very Close,3: Separated,1: Yes,4,1: Very Well,"0: Inap,..",1: Very Well,2: Pretty Happy,5: Never,5: No,5: No,"0: Inap,..",1: Yes,1939,5: No,2: Democratic,2: Paying Rent,12: Grade 12,"52: 12 Grades, Completed High School; ..","96: Inap,..",12: 12 Years,12: 12 Years,1: All Blacks,1: Better,"10: $8,000-8,999",10,2: Female
1682,2: Some Satisf,2: Fairly Good,1: Most People Keep to Themselves and Dont..,1: Very Satisfied,2: Somewhat Satisfied,8: DK,4: Not Well at All,26: Pentecostal or Assembly of God,3: A Few Times a Month - 1 to 3 Times,1: Very Important,"00: Inap,..",1: Almost Always True,1: Almost Always True,5: Never,"00: Inap,..",1: Very Often,71: Religion/God My Religion Makes Me Feel..,1: Gotten Mostly What R Hoped for,02: Financial Security; Money; Be Rich; Well..,1: Plan Ahead,1: Carry out Way Expected,1: Yes,2: Only a Little,07: (G) Sister,5: No,"0: Inap,..",1: Yes,4: Not Hard at All,1: Yes,5: No,5: No,5: No,5: No,5: No,"0: Inap,..",3: Not Working for Pay at All,"0000000: Inap,..","0: Inap,..","0: Inap,..","0: Inap,..",2,1: Very Close,4: Widowed,1: Yes,2,1: Very Well,"0: Inap,..",1: Very Well,2: Pretty Happy,"0: Inap,..",1: Yes,5: No,"0: Inap,..",9: NA,9999: NA,1: Yes,"0: Inap,..",2: Paying Rent,15,"72: Some College (1-3 Years), Degree (Other ..","96: Inap,..",98: DK,98: DK,1: All Blacks,1: Better,"05: $3,000-3,999",3,2: Female
1683,2: Some Satisf,2: Fairly Good,2: Some People Keep to Themselves but Others..,2: Somewhat Satisfied,9: NA,4: Not Serious at All,2: Fairly Well,"12: Baptist, NA Type",4: A Few Times a Year,2: Fairly Important,"00: Inap,..",1: Almost Always True,1: Almost Always True,5: Never,"00: Inap,..",1: Very Often,42: Survival/Longevity One Thing I Am..,2: Gotten less than R Hoped for,"04: Job Good/Better; Job I Like, Including..",1: Plan Ahead,1: Carry out Way Expected,5: No,"0: Inap,..",06: (F) Brother,5: No,"0: Inap,..",1: Yes,4: Not Hard at All,1: Yes,1: Yes,5: No,5: No,5: No,1: Yes,1: A Great Deal,1: Working Now,"0000000: Inap,..","0: Inap,..",1: Very Satisfied,1: Yes,"0: Inap,..",1: Very Close,5: Never Married,1: Yes,01: One Child,1: Very Well,"0: Inap,..",2: Fairly Well,2: Pretty Happy,4: Hardly Ever,5: No,5: No,"0: Inap,..",1: Yes,1955,1: Yes,"0: Inap,..",1: Own Home or Buying it,14,"71: Some College (1-3 Years), No Degree (..","96: Inap,..",98: DK,98: DK,4: Mostly Whites,1: Better,"16: $25,000-29,999",5,1: Male
1684,2: Some Satisf,1: Very Good,1: Most People Keep to Themselves and Dont..,2: Somewhat Satisfied,2: Somewhat Satisfied,4: Not Serious at All,1: Very Well,"12: Baptist, NA Type",3: A Few Times a Month - 1 to 3 Times,1: Very Important,90: Help Given If/When/Because Ive Been Sick ..,1: Almost Always True,1: Almost Always True,4: Hardly Ever,"00: Inap,..",1: Very Often,35: Satisfaction with Job; Having the Right..,1: Gotten Mostly What R Hoped for,02: Financial Security; Money; Be Rich; Well..,1: Plan Ahead,2: Have to Change Plans,5: No,"0: Inap,..",01: (A) Husband/Wife/Partner,5: No,"0: Inap,..",1: Yes,4: Not Hard at All,5: No,5: No,5: No,5: No,5: No,5: No,"0: Inap,..",1: Working Now,"0000000: Inap,..","0: Inap,..",1: Very Satisfied,5: No,"0: Inap,..",2: Fairly Close,1: Married,1: Yes,01: One Child,1: Very Well,1: Very Well,1: Very Well,2: Pretty Happy,5: Never,5: No,5: No,"0: Inap,..",5: No,1921,1: Yes,"0: Inap,..",1: Own Home or Buying it,12: Grade 12,"52: 12 Grades, Completed High School; ..",12: Grade 12,6,6,1: All Blacks,1: Better,"17: $30,000 or More",8,2: Female
1685,1: Very Satisf,1: Very Good,1: Most People Keep to Themselves and Dont..,2: Somewhat Satisfied,3: Somewhat Dissatisfied,8: DK,1: Very Well,"14: Methodist, (Except Code 11)",3: A Few Times a Month - 1 to 3 Times,1: Very Important,57: Help (Me) if the Children Got Sick ..,1: Almost Always True,1: Almost Always True,5: Never,"00: Inap,..",1: Very Often,32: Financial; Amount of Money I Can Make;..,1: Gotten Mostly What R Hoped for,12: Have a Nice/Better/Big House (Ownership..,2: Too Much Luck to Plan,2: Have to Change Plans,1: Yes,1: A Great Deal,80: R Said No One,1: Yes,1: A Great Deal,1: Yes,4: Not Hard at All,1: Yes,5: No,5: No,5: No,5: No,5: No,"0: Inap,..",3: Not Working for Pay at All,"0000000: Inap,..","0: Inap,..","0: Inap,..","0: Inap,..",1: One Time,1: Very Close,4: Widowed,1: Yes,"00: Inap,..",1: Very Well,"0: Inap,..","0: Inap,..",1: Very Happy,5: Never,1: Yes,"0: Inap,..",1: Yes,1: Yes,1923,5: No,"0: Inap,..",1: Own Home or Buying it,7,"21: 7-8 Grades, No Other ..","96: Inap,..",98: DK,98: DK,2: Mostly Blacks,3: Worse,99: NA,9,2: Female
1686,2: Some Satisf,1: Very Good,2: Some People Keep to Themselves but Others..,1: Very Satisfied,1: Very Satisfied,3: Not Too Serious,1: Very Well,11: African Methodist Episcopal; AME Zion,2: At Least Once a Week - 1 to 3 Times,1: Very Important,"58: Help if Sickness or Death in Family, Not..",1: Almost Always True,1: Almost Always True,3: Not Too Often,"00: Inap,..",1: Very Often,72: Morally Upright; Do Right; Not Smoke..,2: Gotten less than R Hoped for,03: Education,1: Plan Ahead,1: Carry out Way Expected,5: No,"0: Inap,..",02: (B) Son/Stepson,5: No,"0: Inap,..",1: Yes,4: Not Hard at All,5: No,5: No,5: No,5: No,5: No,5: No,"0: Inap,..",3: Not Working for Pay at All,"0000000: Inap,..","0: Inap,..","0: Inap,..","0: Inap,..",1: One Time,1: Very Close,4: Widowed,1: Yes,"80: Adopted, Foster, Stepchild(ren)",1: Very Well,"0: Inap,..",1: Very Well,1: Very Happy,5: Never,1: Yes,1: Yes,"0: Inap,..",1: Yes,1897,1: Yes,"0: Inap,..",1: Own Home or Buying it,9,"41: 9 Grades, plus Non-College ..","96: Inap,..",00: None,2,2: Mostly Blacks,2: Same,"06: $4,000-4,999",7,1: Male
1687,3: Some Dissat,1: Very Good,3: Most People Talk or Visit a Lot with the..,4: Very Dissatisfied,2: Somewhat Satisfied,3: Not Too Serious,3: Not So Well,11: African Methodist Episcopal; AME Zion,3: A Few Times a Month - 1 to 3 Times,1: Very Important,"00: Inap,..",1: Almost Always True,1: Almost Always True,3: Not Too Often,"00: Inap,..",1: Very Often,51: Positive Relations/Getting along with..,1: Gotten Mostly What R Hoped for,13: Specific Material Things (Excluding 15);..,1: Plan Ahead,2: Have to Change Plans,5: No,"0: Inap,..",26: Nephew,1: Yes,2: A Lot,1: Yes,3: Not Too Hard,1: Yes,5: No,1: Yes,5: No,5: No,5: No,"0: Inap,..",1: Working Now,"0000000: Inap,..","0: Inap,..",1: Very Satisfied,5: No,"0: Inap,..",3: Not Too Close,3: Separated,1: Yes,"00: Inap,..",1: Very Well,"0: Inap,..","0: Inap,..",3: Not Too Happy,2: Fairly Often,1: Yes,"0: Inap,..",1: Yes,1: Yes,1920,1: Yes,9: NA,1: Own Home or Buying it,9,"31: 9 Grades, No Other ..","96: Inap,..",6,98: DK,3: About Half Blacks,2: Same,99: NA,01: First Born,2: Female
1688,1: Very Satisf,2: Fairly Good,3: Most People Talk or Visit a Lot with the..,4: Very Dissatisfied,1: Very Satisfied,1: Very Serious,1: Very Well,11: African Methodist Episcopal; AME Zion,2: At Least Once a Week - 1 to 3 Times,1: Very Important,01: Gives Advice; Help Solve Problems; Talk..,1: Almost Always True,1: Almost Always True,5: Never,"00: Inap,..",1: Very Often,"21: General Satisfaction, Accomplishments,..",1: Gotten Mostly What R Hoped for,32: Children/Family; Watch Children Grow up;..,2: Too Much Luck to Plan,1: Carry out Way Expected,5: No,"0: Inap,..",02: (B) Son/Stepson,1: Yes,1: A Great Deal,1: Yes,4: Not Hard at All,5: No,5: No,5: No,5: No,5: No,5: No,"0: Inap,..",3: Not Working for Pay at All,"0000000: Inap,..","0: Inap,..","0: Inap,..","0: Inap,..","0: Inap,..",3: Not Too Close,2: Divorced,1: Yes,2,1: Very Well,"0: Inap,..",1: Very Well,1: Very Happy,"0: Inap,..",1: Yes,1: Yes,"0: Inap,..",5: No,1909,5: No,3: Neither,1: Own Home or Buying it,8,"21: 7-8 Grades, No Other ..","96: Inap,..",00: None,3,2: Mostly Blacks,2: Same,"06: $4,000-4,999",2,2: Female
1689,2: Some Satisf,2: Fairly Good,3: Most People Talk or Visit a Lot with the..,1: Very Satisfied,9: NA,4: Not Serious at All,1: Very Well,"12: Baptist, NA Type",5: Less than Once a Year,"0: Inap,..","00: Inap,..",1: Almost Always True,1: Almost Always True,4: Hardly Ever,"00: Inap,..",1: Very Often,35: Satisfaction with Job; Having the Right..,1: Gotten Mostly What R Hoped for,"04: Job Good/Better; Job I Like, Including..",1: Plan Ahead,3: Both; Half & Half,5: No,"0: Inap,..",04: (D) Father,1: Yes,4: None at All,1: Yes,4: Not Hard at All,5: No,1: Yes,5: No,5: No,5: No,1: Yes,1: A Great Deal,1: Working Now,"0000000: Inap,..","0: Inap,..",3: Somewhat Dissatisfied,1: Yes,"0: Inap,..",1: Very Close,5: Never Married,5: No,"00: Inap,..",1: Very Well,"0: Inap,..","0: Inap,..",2: Pretty Happy,1: Very Often,1: Yes,"0: Inap,..",1: Yes,5: No,1953,5: No,3: Neither,1: Own Home or Buying it,12: Grade 12,"62: 12 Grades, Completed High School; ..","96: Inap,..",98: DK,16,2: Mostly Blacks,1: Better,"13: $12,000-14,999",50: Last Born; Youngest,1: Male
1690,2: Some Satisf,2: Fairly Good,1: Most People Keep to Themselves and Dont..,3: Somewhat Dissatisfied,3: Somewhat Dissatisfied,2: Fairly Serious,2: Fairly Well,80: None; No Preference,2: At Least Once a Week - 1 to 3 Times,1: Very Important,22: Give/Bring/Buys Food; Provide Meals ..,1: Almost Always True,1: Almost Always True,2: Fairly Often,21: General or Overall Dissatisfaction; Lack..,3: Not Too Often,"00: Inap,..",2: Gotten less than R Hoped for,11: Home Ownership; Buy a House; My Own Home;..,1: Plan Ahead,1: Carry out Way Expected,1: Yes,3: Not at All,05: (E) Mother,5: No,"0: Inap,..",1: Yes,4: Not Hard at All,1: Yes,5: No,1: Yes,5: No,5: No,5: No,"0: Inap,..",1: Working Now,"0000000: Inap,..","0: Inap,..",2: Somewhat Satisfied,1: Yes,"0: Inap,..",2: Fairly Close,5: Never Married,1: Yes,3,1: Very Well,"0: Inap,..",1: Very Well,2: Pretty Happy,5: Never,1: Yes,5: No,"0: Inap,..",1: Yes,1956,1: Yes,2: Democratic,2: Paying Rent,12: Grade 12,"52: 12 Grades, Completed High School; ..","96: Inap,..",98: DK,10,2: Mostly Blacks,1: Better,99: NA,4,2: Female
1691,3: Some Dissat,2: Fairly Good,1: Most People Keep to Themselves and Dont..,3: Somewhat Dissatisfied,3: Somewhat Dissatisfied,4: Not Serious at All,9: NA,63: Jehovahs Witnesses,2: At Least Once a Week - 1 to 3 Times,1: Very Important,73: Prayers; Pray for Me; Help in Spiritual..,2: Often True,2: Often True,3: Not Too Often,"00: Inap,..",2: Fairly Often,72: Morally Upright; Do Right; Not Smoke..,2: Gotten less than R Hoped for,02: Financial Security; Money; Be Rich; Well..,1: Plan Ahead,2: Have to Change Plans,5: No,"0: Inap,..",06: (F) Brother,1: Yes,3: Only a Little,1: Yes,4: Not Hard at All,1: Yes,5: No,5: No,5: No,5: No,5: No,"0: Inap,..",1: Working Now,"0000000: Inap,..","0: Inap,..",2: Somewhat Satisfied,1: Yes,1: One Time,4: Not Close at All,2: Divorced,5: No,2,1: Very Well,"0: Inap,..",2: Fairly Well,2: Pretty Happy,5: Never,1: Yes,1: Yes,"0: Inap,..",1: Yes,1946,5: No,3: Neither,1: Own Home or Buying it,13: College,"71: Some College (1-3 Years), No Degree (..","96: Inap,..",8,4,2: Mostly Blacks,2: Same,"10: $8,000-8,999",4,2: Female
1692,2: Some Satisf,1: Very Good,2: Some People Keep to Themselves but Others..,3: Somewhat Dissatisfied,2: Somewhat Satisfied,8: DK,9: NA,"12: Baptist, NA Type",2: At Least Once a Week - 1 to 3 Times,1: Very Important,02: Companionship; Someone to Do Things With;..,1: Almost Always True,1: Almost Always True,5: Never,"00: Inap,..",1: Very Often,"21: General Satisfaction, Accomplishments,..",1: Gotten Mostly What R Hoped for,12: Have a Nice/Better/Big House (Ownership..,1: Plan Ahead,1: Carry out Way Expected,5: No,"0: Inap,..",02: (B) Son/Stepson,5: No,"0: Inap,..",1: Yes,4: Not Hard at All,5: No,5: No,5: No,5: No,5: No,5: No,"0: Inap,..",1: Working Now,"0000000: Inap,..","0: Inap,..",1: Very Satisfied,5: No,1: One Time,1: Very Close,4: Widowed,1: Yes,5,1: Very Well,"0: Inap,..",1: Very Well,3: Not Too Happy,"0: Inap,..",1: Yes,1: Yes,"0: Inap,..",1: Yes,1931,1: Yes,"0: Inap,..",1: Own Home or Buying it,12: Grade 12,"62: 12 Grades, Completed High School; ..","96: Inap,..",6,4,3: About Half Blacks,1: Better,"10: $8,000-8,999",80: R Is Only Child; or Coded 80 at QJ6(1),2: Female
1693,1: Very Satisf,2: Fairly Good,2: Some People Keep to Themselves but Others..,2: Somewhat Satisfied,2: Somewhat Satisfied,3: Not Too Serious,2: Fairly Well,04: Lutheran,3: A Few Times a Month - 1 to 3 Times,1: Very Important,70: Help Me (Informally) in My..,2: Often True,1: Almost Always True,4: Hardly Ever,"00: Inap,..",2: Fairly Often,52: Helping Others/Altruism; R Giving..,1: Gotten Mostly What R Hoped for,27: Be of Good Character/Well Regarded;..,1: Plan Ahead,2: Have to Change Plans,5: No,"0: Inap,..",01: (A) Husband/Wife/Partner,5: No,"0: Inap,..",1: Yes,4: Not Hard at All,5: No,5: No,5: No,5: No,5: No,5: No,"0: Inap,..",2: Laid off,"0000000: Inap,..","0: Inap,..",3: Somewhat Dissatisfied,5: No,9: NA,1: Very Close,1: Married,1: Yes,01: One Child,1: Very Well,1: Very Well,1: Very Well,2: Pretty Happy,"0: Inap,..",1: Yes,1: Yes,"0: Inap,..",1: Yes,1941,1: Yes,"0: Inap,..",1: Own Home or Buying it,17: College +,"81: Bachelors Degree (Except LLB, JD): BS, ..",14,10,10,3: About Half Blacks,1: Better,"12: $10,000-11,999",01: First Born,2: Female
1694,2: Some Satisf,2: Fairly Good,9: NA,4: Very Dissatisfied,2: Somewhat Satisfied,8: DK,8: DK,51: Roman Catholic; Catholic,9: NA,"0: Inap,..","00: Inap,..",2: Often True,2: Often True,2: Fairly Often,15: Personal Characteristics (Which Do Not..,2: Fairly Often,71: Religion/God My Religion Makes Me Feel..,2: Gotten less than R Hoped for,02: Financial Security; Money; Be Rich; Well..,3: Both; in-Between,2: Have to Change Plans,5: No,"0: Inap,..",02: (B) Son/Stepson,1: Yes,3: Only a Little,1: Yes,3: Not Too Hard,1: Yes,5: No,5: No,5: No,5: No,5: No,"0: Inap,..",1: Working Now,"0000000: Inap,..","0: Inap,..",2: Somewhat Satisfied,5: No,1: One Time,2: Fairly Close,4: Widowed,1: Yes,2,2: Fairly Well,"0: Inap,..",2: Fairly Well,1: Very Happy,5: Never,1: Yes,5: No,"0: Inap,..",1: Yes,1920,1: Yes,"0: Inap,..",1: Own Home or Buying it,12: Grade 12,"62: 12 Grades, Completed High School; ..","96: Inap,..",8,8,1: All Blacks,2: Same,"08: $6,000-6,999",80: R Is Only Child; or Coded 80 at QJ6(1),2: Female
1695,1: Very Satisf,2: Fairly Good,1: Most People Keep to Themselves and Dont..,3: Somewhat Dissatisfied,2: Somewhat Satisfied,1: Very Serious,4: Not Well at All,"12: Baptist, NA Type",5: Less than Once a Year,"0: Inap,..","00: Inap,..",2: Often True,2: Often True,3: Not Too Often,"00: Inap,..",1: Very Often,42: Survival/Longevity One Thing I Am..,2: Gotten less than R Hoped for,02: Financial Security; Money; Be Rich; Well..,2: Too Much Luck to Plan,2: Have to Change Plans,5: No,"0: Inap,..",05: (E) Mother,5: No,"0: Inap,..",1: Yes,4: Not Hard at All,5: No,1: Yes,5: No,5: No,1: Yes,5: No,"0: Inap,..",1: Working Now,"0000000: Inap,..","0: Inap,..",3: Somewhat Dissatisfied,1: Yes,1: One Time,1: Very Close,5: Never Married,1: Yes,01: One Child,2: Fairly Well,"0: Inap,..",1: Very Well,2: Pretty Happy,3: Not Too Often,5: No,5: No,"0: Inap,..",1: Yes,1955,5: No,"0: Inap,..",2: Paying Rent,13: College,"71: Some College (1-3 Years), No Degree (..","96: Inap,..",98: DK,12: 12 Years,2: Mostly Blacks,1: Better,"12: $10,000-11,999",2,1: Male
1696,4: Very Dissat,4: Very Bad,3: Most People Talk or Visit a Lot with the..,4: Very Dissatisfied,4: Very Dissatisfied,1: Very Serious,3: Not So Well,80: None; No Preference,5: Less than Once a Year,"0: Inap,..","00: Inap,..",2: Often True,1: Almost Always True,3: Not Too Often,"00: Inap,..",2: Fairly Often,11: Physical Appearance; Attractive; Dress..,2: Gotten less than R Hoped for,02: Financial Security; Money; Be Rich; Well..,1: Plan Ahead,2: Have to Change Plans,1: Yes,1: A Great Deal,05: (E) Mother,1: Yes,3: Only a Little,1: Yes,1: Very Hard,1: Yes,1: Yes,5: No,5: No,5: No,1: Yes,1: A Great Deal,3: Not Working for Pay at All,"0000000: Inap,..","0: Inap,..","0: Inap,..","0: Inap,..",3,1: Very Close,4: Widowed,1: Yes,2,2: Fairly Well,"0: Inap,..",1: Very Well,2: Pretty Happy,1: Very Often,5: No,1: Yes,"0: Inap,..",1: Yes,1948,5: No,"0: Inap,..",2: Paying Rent,11,"32: 10-11 Grades, No Other Schooling: or ..","96: Inap,..",10,9,2: Mostly Blacks,2: Same,"14: $15,000-19,999",01: First Born,2: Female
1697,1: Very Satisf,2: Fairly Good,2: Some People Keep to Themselves but Others..,2: Somewhat Satisfied,1: Very Satisfied,8: DK,1: Very Well,"12: Baptist, NA Type",4: A Few Times a Year,2: Fairly Important,"00: Inap,..",1: Almost Always True,1: Almost Always True,5: Never,"00: Inap,..",1: Very Often,41: Good Health; Not..,2: Gotten less than R Hoped for,98: DK,1: Plan Ahead,1: Carry out Way Expected,5: No,"0: Inap,..",01: (A) Husband/Wife/Partner,5: No,"0: Inap,..",5: No,4: Not Hard at All,1: Yes,1: Yes,5: No,5: No,5: No,5: No,"0: Inap,..",1: Working Now,"0000000: Inap,..","0: Inap,..",1: Very Satisfied,5: No,7: Seven Times or More,1: Very Close,3: Separated,1: Yes,4,1: Very Well,"0: Inap,..",1: Very Well,1: Very Happy,"0: Inap,..",1: Yes,1: Yes,"0: Inap,..",5: No,1927,1: Yes,"0: Inap,..",2: Paying Rent,11,"42: 10-11 Grades, plus Non-College Training; ..",12: Grade 12,98: DK,98: DK,2: Mostly Blacks,3: Worse,"14: $15,000-19,999",6,1: Male
1698,2: Some Satisf,2: Fairly Good,2: Some People Keep to Themselves but Others..,2: Somewhat Satisfied,2: Somewhat Satisfied,2: Fairly Serious,2: Fairly Well,"12: Baptist, NA Type","0: Inap,..","0: Inap,..","00: Inap,..",1: Almost Always True,1: Almost Always True,3: Not Too Often,"00: Inap,..",2: Fairly Often,52: Helping Others/Altruism; R Giving..,1: Gotten Mostly What R Hoped for,"01: Achievement, General: Success; Be..",1: Plan Ahead,1: Carry out Way Expected,5: No,"0: Inap,..",01: (A) Husband/Wife/Partner,1: Yes,2: A Lot,5: No,4: Not Hard at All,5: No,5: No,5: No,5: No,5: No,5: No,"0: Inap,..",1: Working Now,"0000000: Inap,..","0: Inap,..",1: Very Satisfied,5: No,"0: Inap,..",2: Fairly Close,1: Married,1: Yes,01: One Child,2: Fairly Well,1: Very Well,1: Very Well,2: Pretty Happy,"0: Inap,..",5: No,5: No,"0: Inap,..",1: Yes,1956,5: No,3: Neither,2: Paying Rent,13: College,99: NA,12: Grade 12,98: DK,98: DK,3: About Half Blacks,1: Better,99: NA,2,2: Female
1699,1: Very Satisf,1: Very Good,3: Most People Talk or Visit a Lot with the..,4: Very Dissatisfied,4: Very Dissatisfied,4: Not Serious at All,2: Fairly Well,"14: Methodist, (Except Code 11)",4: A Few Times a Year,1: Very Important,01: Gives Advice; Help Solve Problems; Talk..,1: Almost Always True,1: Almost Always True,3: Not Too Often,"00: Inap,..",1: Very Often,52: Helping Others/Altruism; R Giving..,1: Gotten Mostly What R Hoped for,55: World or General Peace/Love..,1: Plan Ahead,2: Have to Change Plans,1: Yes,2: Only a Little,01: (A) Husband/Wife/Partner,5: No,"0: Inap,..",1: Yes,4: Not Hard at All,5: No,5: No,5: No,5: No,1: Yes,1: Yes,1: A Great Deal,1: Working Now,"0000000: Inap,..","0: Inap,..",1: Very Satisfied,1: Yes,"0: Inap,..",1: Very Close,1: Married,1: Yes,2,1: Very Well,1: Very Well,1: Very Well,2: Pretty Happy,5: Never,1: Yes,1: Yes,"0: Inap,..",5: No,1933,1: Yes,"0: Inap,..",1: Own Home or Buying it,9,"41: 9 Grades, plus Non-College ..",9,98: DK,9,3: About Half Blacks,3: Worse,"14: $15,000-19,999",5,1: Male
1700,3: Some Dissat,3: Fairly Bad,2: Some People Keep to Themselves but Others..,1: Very Satisfied,2: Somewhat Satisfied,2: Fairly Serious,3: Not So Well,"12: Baptist, NA Type","0: Inap,..","0: Inap,..","00: Inap,..",2: Often True,2: Often True,4: Hardly Ever,"00: Inap,..",2: Fairly Often,52: Helping Others/Altruism; R Giving..,2: Gotten less than R Hoped for,03: Education,1: Plan Ahead,1: Carry out Way Expected,5: No,"0: Inap,..",01: (A) Husband/Wife/Partner,5: No,"0: Inap,..",1: Yes,4: Not Hard at All,1: Yes,5: No,1: Yes,5: No,5: No,5: No,"0: Inap,..",3: Not Working for Pay at All,"0000000: Inap,..","0: Inap,..","0: Inap,..","0: Inap,..","0: Inap,..",2: Fairly Close,5: Never Married,5: No,2,2: Fairly Well,"0: Inap,..",1: Very Well,2: Pretty Happy,5: Never,5: No,5: No,"0: Inap,..",5: No,1955,5: No,"0: Inap,..",2: Paying Rent,12: Grade 12,"52: 12 Grades, Completed High School; ..",12: Grade 12,98: DK,11,2: Mostly Blacks,2: Same,"12: $10,000-11,999",01: First Born,2: Female
1701,3: Some Dissat,2: Fairly Good,1: Most People Keep to Themselves and Dont..,3: Somewhat Dissatisfied,3: Somewhat Dissatisfied,1: Very Serious,2: Fairly Well,80: None; No Preference,"0: Inap,..","0: Inap,..","00: Inap,..",2: Often True,1: Almost Always True,2: Fairly Often,41: Poor Health; Illness When I Have Pains I..,2: Fairly Often,32: Financial; Amount of Money I Can Make;..,1: Gotten Mostly What R Hoped for,22: Health; I Have Good..,2: Too Much Luck to Plan,2: Have to Change Plans,1: Yes,3: Not at All,02: (B) Son/Stepson,5: No,"0: Inap,..",1: Yes,3: Not Too Hard,5: No,5: No,5: No,5: No,5: No,1: Yes,1: A Great Deal,1: Working Now,"0000000: Inap,..","0: Inap,..",2: Somewhat Satisfied,5: No,"0: Inap,..",2: Fairly Close,3: Separated,1: Yes,5,2: Fairly Well,"0: Inap,..",1: Very Well,2: Pretty Happy,2: Fairly Often,5: No,1: Yes,"0: Inap,..",5: No,1928,1: Yes,"0: Inap,..",2: Paying Rent,14,"71: Some College (1-3 Years), No Degree (..",99: NA,4,4,2: Mostly Blacks,3: Worse,"14: $15,000-19,999",80: R Is Only Child; or Coded 80 at QJ6(1),1: Male
